2	2	100
3	-1	55
5	-8	0
-2	2	55
-6	-5	96
-2	-2	100
3	-2	39
0	-1	96
-2	-1	96
-4	-3	96
-6	8	0
4	-5	4
2	1	96
-4	-1	71
0	1	96
-7	-6	96
2	-8	2
0	2	86
4	5	96
-1	5	26
3	-3	26
6	-4	2
-5	0	39
-2	0	86
-5	-2	71
0	2	86
-2	-5	71
1	-1	86
-2	-1	96
2	2	100
-8	-2	26
5	8	71
-1	4	39
1	1	100
-1	-3	86
4	4	100
2	-2	55
1	-1	86
-1	-5	55
3	-4	16
-2	-4	86
1	4	71
-1	3	55
-4	0	55
-1	2	71
1	3	86
4	-4	9
8	-7	0
6	-3	4
1	-2	71
0	-4	55
-3	-2	96
-1	1	86
1	-2	71
3	5	86
1	0	96
-3	-3	100
5	0	39
-4	-3	96
-5	-2	71
2	0	86
-2	5	16
3	4	96
-6	0	26
8	-1	4
-4	1	39
-1	3	55
-3	3	26
3	1	86
-2	-2	100
-5	-3	86
-2	-1	96
0	-2	86
-2	-3	96
-3	4	16
-2	-2	100
5	2	71
-4	-1	71
0	-2	86
3	-3	26
2	0	86
1	0	96
5	-1	26
1	0	96
7	-4	1
-4	1	39
-1	3	55
3	-7	2
-5	3	9
2	1	96
4	-10	0
-3	-3	100
-3	-2	96
-5	0	39
3	-2	39
6	3	71
2	-4	26
2	-3	39
-1	-5	55
-4	-2	86
3	8	39
-1	3	55
8	1	16
2	0	86
-1	-6	39
3	2	96
-4	-1	71
-1	-2	96
0	6	26
2	0	86
1	2	96
-6	-4	86
-1	5	26
1	5	55
2	8	26
1	-2	71
-3	4	16
0	2	86
3	-3	26
-2	-4	86
2	-4	26
-6	-1	39
-3	2	39
-6	-10	55
1	-1	86
-2	-1	96
-3	-1	86
0	7	16
0	1	96
-1	5	26
1	-4	39
-1	8	4
-1	-2	96
7	4	71
0	-1	96
5	1	55
8	-3	1
-1	-2	96
-2	0	86
0	-4	55
-2	-2	100
1	-2	71
1	-2	71
0	-4	55
1	11	2
3	1	86
2	0	86
-3	1	55
-5	5	2
-6	-2	55
-2	-2	100
4	2	86
7	8	96
3	-7	2
0	-1	96
0	-1	96
-7	-1	26
-3	-2	96
0	-1	96
-3	4	16
3	5	86
2	-4	26
-4	-1	71
1	0	96
2	0	86
2	-2	55
-2	1	71
3	-3	26
-4	-9	39
1	3	86
4	2	86
-6	6	0
-2	1	71
6	-5	1
2	-5	16
-3	-4	96
0	0	100
2	-5	16
-4	-5	96
1	-5	26
1	-7	9
1	-1	86
-9	-4	39
9	3	26
-1	0	96
0	-1	96
0	-2	86
7	2	39
-2	5	16
-4	0	55
-1	2	71
-3	-1	86
-1	-9	9
-1	4	39
-1	-4	71
-2	2	55
-2	1	71
-2	4	26
-1	6	16
4	-3	16
4	-2	26
-2	-1	96
0	3	71
4	1	71
1	0	96
2	2	100
3	-7	2
-1	2	71
0	0	100
3	5	86
-2	4	26
3	0	71
-3	-1	86
-6	-2	55
5	-4	4
0	-2	86
-1	-6	39
2	5	71
-1	3	55
-2	2	55
1	-6	16
7	-2	4
2	3	96
-2	-5	71
4	-4	9
-1	1	86
8	1	16
2	0	86
4	0	55
0	-2	86
-6	-2	55
-1	2	71
-6	0	26
-2	0	86
-3	5	9
1	1	100
-4	3	16
0	-3	71
9	-7	0
0	2	86
1	-8	4
0	-4	55
-3	3	26
0	6	26
-2	4	26
3	4	96
1	-5	26
4	-6	2
1	1	100
0	-2	86
2	4	86
-5	2	16
5	8	71
5	-5	2
-3	0	71
-6	-1	39
3	1	86
-1	-5	55
-3	-4	96
1	-1	86
3	-3	26
-5	-5	100
5	-3	9
1	1	100
9	3	26
1	0	96
1	-1	86
-1	2	71
2	3	96
-7	4	1
-1	-2	96
0	4	55
-6	1	16
0	0	100
3	-6	4
-4	-5	96
3	-9	0
-3	5	9
0	8	9
4	-2	26
-2	5	16
-1	4	39
-4	-1	71
-4	2	26
3	4	96
-2	-1	96
1	-2	71
5	2	71
5	-2	16
6	0	26
0	-1	96
-4	1	39
-2	-4	86
1	1	100
-3	1	55
3	7	55
-2	2	55
1	-9	2
-3	5	9
2	0	86
-3	5	9
-5	-3	86
-2	5	16
6	2	55
1	2	96
0	-5	39
-4	3	16
4	2	86
-4	4	9
-4	1	39
0	1	96
-1	-7	26
-1	0	96
-2	4	26
-2	3	39
-2	-1	96
5	-8	0
5	1	55
4	-3	16
-3	-1	86
-1	3	55
-6	0	26
0	2	86
-2	5	16
-3	2	39
9	-6	0
-5	-2	71
0	5	39
5	-2	16
-5	5	2
1	2	96
1	0	96
4	-1	39
-1	0	96
-3	1	55
0	1	96
3	3	100
-1	-4	71
0	-1	96
0	8	9
-5	0	39
2	-1	71
4	0	55
-7	-1	26
3	-1	55
-3	-7	55
0	0	100
3	-4	16
-8	2	2
2	-4	26
-1	-1	100
-1	-9	9
1	-5	26
2	-1	71
1	-6	16
-3	2	39
2	1	96
0	2	86
-3	8	1
1	3	86
0	7	16
5	0	39
4	-1	39
-8	0	9
3	-4	16
-9	2	1
-2	2	55
-2	-5	71
2	0	86
-1	0	96
-3	-3	100
-6	0	26
-3	-3	100
-2	-1	96
5	-2	16
-4	0	55
-2	-2	100
3	0	71
-4	3	16
2	-2	55
2	0	86
0	-1	96
2	3	96
-7	-3	55
-2	1	71
0	1	96
5	-1	26
4	3	96
2	4	86
3	-2	39
6	2	55
-2	-2	100
4	0	55
-1	9	2
-1	3	55
-4	6	2
2	-7	4
-9	3	0
-3	3	26
-7	2	4
6	0	26
8	-6	0
-1	-3	86
1	-4	39
-3	-2	96
1	-3	55
-1	0	96
-1	9	2
6	3	71
5	-4	4
-4	-5	96
6	-3	4
-4	6	2
-4	0	55
0	-7	16
-6	2	9
4	-2	26
0	-1	96
4	-5	4
3	3	100
-2	3	39
1	-5	26
-3	2	39
5	3	86
-2	5	16
-3	3	26
-4	2	26
4	7	71
-3	-1	86
-2	-2	100
-2	-2	100
-1	7	9
-1	-5	55
8	1	16
1	6	39
8	-4	0
-5	-3	86
2	-2	55
-1	-6	39
0	5	39
-3	-1	86
-8	-1	16
4	7	71
7	-3	2
2	7	39
4	0	55
-4	3	16
-2	5	16
-3	5	9
3	3	100
-4	1	39
7	1	26
1	4	71
-8	-1	16
5	0	39
1	3	86
3	5	86
-2	2	55
1	4	71
1	-4	39
-4	0	55
-2	-9	16
1	6	39
-4	3	16
-3	-5	86
-1	-3	86
0	-4	55
-1	0	96
-3	2	39
2	2	100
0	-1	96
-2	0	86
1	1	100
0	0	100
2	5	71
4	4	100
-1	-7	26
9	2	16
-1	1	86
-3	3	26
2	3	96
6	6	100
0	6	26
2	6	55
-1	1	86
-8	-1	16
2	5	71
2	-3	39
9	-3	0
3	10	16
-5	2	16
2	0	86
0	1	96
1	2	96
2	1	96
-7	2	4
3	-7	2
-1	0	96
-3	-3	100
-3	5	9
0	-5	39
-9	-3	26
-5	-1	55
5	9	55
3	1	86
7	-1	9
-4	1	39
3	0	71
7	0	16
1	-6	16
0	-3	71
3	0	71
-4	3	16
2	5	71
3	-1	55
2	9	16
-8	-4	55
1	-3	55
-3	-1	86
-3	6	4
0	-2	86
-2	-5	71
-5	1	26
-3	-2	96
-2	-4	86
-4	2	26
0	-2	86
-2	-7	39
6	2	55
-7	0	16
2	-5	16
5	-1	26
1	6	39
5	3	86
4	-1	39
4	0	55
0	0	100
-5	1	26
3	-2	39
3	0	71
-6	-3	71
3	2	96
6	-1	16
1	-1	86
-3	-2	96
3	-2	39
-1	-1	100
3	0	71
-1	2	71
0	-4	55
3	-2	39
7	1	26
-6	1	16
-2	-5	71
-2	-5	71
1	4	71
0	4	55
3	-2	39
-2	-4	86
4	-9	0
-5	-1	55
0	2	86
-1	2	71
1	8	16
4	7	71
-3	-5	86
-1	-4	71
7	-6	0
2	-2	55
4	4	100
3	3	100
4	-7	1
2	6	55
-3	0	71
-3	-4	96
-6	-4	86
1	-2	71
-8	0	9
-3	2	39
2	0	86
-6	1	16
-6	0	26
2	0	86
-1	4	39
-1	0	96
-1	-5	55
2	-6	9
-2	0	86
3	3	100
6	-1	16
-4	6	2
2	3	96
0	-3	71
6	-3	4
4	-3	16
